"StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatName","LocatLatitude","LocatLongitude","MonthRange","YearEnd","SampleMethod","SampleDepth","stomachs_used","pred_life","pred_life_est","pred_age","pred_age_est","pred_flmean","pred_flmean_se","pred_flmean_est","pred_flmin","pred_flmax","pred_flest","est_note","est_ref","prey_class","prey_order","prey_family","prey_sp","prey_age_reported_1","prey_age_reported_2","prey_age_use","Include","FO","pFOuse","N","pN","Total Mass (g)","pM","maxl_use","maxl_type","gape_lmax","gape_height_limit","lat_cat","pred_life_adjust","rep_ID"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Malacostraca","Amphipoda","Hyperiidae","Themisto gaudichaudii","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Malacostraca","Decapoda","Polybiidae","Polybius henslowii","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","none",NA,"0","Yes",15.022,25.9,0,0,0,3.4,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","none",NA,"0","Yes",1.972,3.4,0,0,0,2.2,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus","none",NA,"0","Yes",0.986,1.7,0,0,0,0.9,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Gadiformes","Gadidae","Micromesistius poutassou","none",NA,"0","Yes",41.992,72.4,0,0,0,68.5,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Perciformes","Scombridae","Scomber scombrus","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","none",NA,"0","Yes",0.986,1.7,0,0,0,0.3,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Jun–Oct",2006,"pole-line","surface","58","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location, and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Beloniformes","Belonidae","Belone belone","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_32"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Clupeiformes","Engraulidae","Engraulis encrasicolus","juvenile",NA,"2","Yes",3.875,12.5,0,0,0,7.8,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Myctophiformes","Myctophidae","Benthosema glaciale","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Malacostraca","Amphipoda","Hyperiidae","Themisto gaudichaudii","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Malacostraca","Decapoda","Polybiidae","Polybius henslowii","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","none",NA,"0","Yes",17.453,56.3,0,0,0,21.9,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","none",NA,"0","Yes",1.953,6.3,0,0,0,0.1,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Clupeiformes","Clupeidae","Sardina pilchardus","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Beloniformes","Scomberesocidae","Scomberesox saurus","none",NA,"0","Yes",1.953,6.3,0,0,0,3.2,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Gadiformes","Gadidae","Micromesistius poutassou","none",NA,"0","Yes",19.375,62.5,0,0,0,57.7,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Perciformes","Scombridae","Scomber scombrus","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Perciformes","Carangidae","Trachurus trachurus","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Cephalopoda","Oegopsida","Ommastrephidae","Todarodes sagittatus","none",NA,"0","Yes",0,0,0,0,0,0,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Goni2011","Goni et al.","2011.0","N Atlantic","NE Atlantic","Bay of Biscay (Zone 5)",44,-2.7,"Aug–Oct",2007,"pole-line","surface","31","juvenile, adult","Estimated: by meta-analysis","1–5+ yo","Estimated: study estimated age",61.1,NA,"Measured: study reported",39.6,112,"Measured: study reported","Goni et al. (2011) reported FL mean and range for fish in each general location (Bay of Biscay, 2006 samples in lieu of 2007 values), and an age range for specific locations (but did not always provide further size data for specific locations); we corroborated with N Atlantic age / growth curves (Santiago & Arrizabalaga 2005) and used to confirm life stage","Goni et al. (2011); Santiago & Arrizabalaga (2005)","Actinopterygii","Beloniformes","Belonidae","Belone belone","none",NA,"0","Yes",1.953,6.3,0,0,0,3.1,0,"NO",6.78653,6.10606,"temperate","mixed","Goni2011_33"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Vancouver Island",49.117928,-127.546089,"NA",1941,"NA","NA","214","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",2,0.9345794393,2,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_34"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Vancouver Island",49.117928,-127.546089,"NA",1941,"NA","NA","214","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Scorpaeniformes","Anoplopomatidae","Anoplopoma fimbria","none",NA,"0","Yes",2,0.9345794393,2,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_34"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Washington Coast",47.046499,-124.79124,"NA",1941,"NA","NA","196","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",5,2.551020408,5,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_35"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Washington Coast",47.046499,-124.79124,"NA",1945,"NA","NA","45","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Gadiformes","Gadidae","Microgadus proximus","none",NA,"0","Yes",1,2.222222222,1,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_36"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Vancouver Island",49.117928,-127.546089,"NA",1946,"NA","NA","3","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Osmeriformes","Osmeridae","Thaleichthys pacificus","none",NA,"0","Yes",1,33.33333333,1,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_37"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Vancouver Island",49.117928,-127.546089,"NA",1946,"NA","NA","3","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",2,66.66666667,2,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_37"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Vancouver Island",49.117928,-127.546089,"NA",1946,"NA","NA","3","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Pleuronectiformes","Pleuronectidae","Pleuronichthys decurrens","none",NA,"0","Yes",1,33.33333333,1,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_37"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Washington Coast",47.046499,-124.79124,"NA",1946,"NA","NA","222","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",69,31.08108108,69,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_38"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Washington Coast",47.046499,-124.79124,"NA",1947,"NA","NA","88","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",7,7.954545455,2,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_39"
"Hart1948","Hart, JL","1948.0","N Pacific","NE Pacific","Washington Coast",47.046499,-124.79124,"NA",1947,"NA","NA","88","juvenile","Estimated: by meta-analysis","2–5+ yo","Estimated: by meta-analysis",68.4,6.5,"Estimated: by meta-analysis",37,105,"Estimated: by meta-analysis","Synthesis effort estimated FL mean and range using historical catch data (ISC 2006), then related that to an age range and life stage using N Pacific age / growth curves (Xu et al. 2014); this was supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","ISC (2006); Xu et al. (2014)","Actinopterygii","Perciformes","Anarhichadidae","Anarrhichthys ocellatus","none",NA,"0","Yes",1,1.136363636,1,0,0,0,0,"NO",7.38732,6.28564,"temperate","juvenile","Hart1948_39"
"Iversen1962","Iversen, RTB","1962.0","N Pacific","NE Pacific","Central NE Pacific",15,-150,"Year-round",1957,"longline, troll, gillnet","surface, subsurface","348","juvenile","Estimated: by meta-analysis","2–4 yo","Estimated: by meta-analysis",67,NA,"Measured: study reported",50,85,"Measured: study reported","Study reported FL mean and range, synthesis effort estimated age range and life stage based on N Pacific age and growth curves (Xu et al. 2014); supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","Iversen (1962); Xu et al. (2014)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","juvenile",NA,"2","Yes",38,10.9,208,3.18140104,0,0,0,"NO",7.2721,6.2512,"tropical","juvenile","Iversen1962_40"
"Iversen1962","Iversen, RTB","1962.0","N Pacific","NE Pacific","Central NE Pacific",15,-150,"Year-round",1957,"longline, troll, gillnet","surface, subsurface","348","juvenile","Estimated: by meta-analysis","2–4 yo","Estimated: by meta-analysis",67,NA,"Measured: study reported",50,85,"Measured: study reported","Study reported FL mean and range, synthesis effort estimated age range and life stage based on N Pacific age and growth curves (Xu et al. 2014); supported by local knowledge that primarily juveniles enter the California Current System (Barb Muhling, pers. comm.).","Iversen (1962); Xu et al. (2014)","Actinopterygii","Perciformes","Gempylidae","Gempylus serpens","none","adult","0","Yes",18,5.2,47,0.7188742735,0,0,0,"NO",7.2721,6.2512,"tropical","juvenile","Iversen1962_40"
