"prey_class","prey_order","prey_family","prey_sp","life_stage","diet_likely","life_note","vert_habitat","horz_habitat","diel_migrant","diel_migrant_cat","refuge_cat","season_migrant","season_cat","gregarious_primary","maxFO","maxN","maxM"
"Malacostraca","Amphipoda","Lanceolidae","Lanceola sayana","adult","adult",NA,"bathypelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",1.85185185185185,0,0
"Malacostraca","Amphipoda","Oxyccephalidae","Leptocotis tenuirostris","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",2.1,0.1,0.1
"Malacostraca","Amphipoda","Oxyccephalidae","Streetsia challengeri","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",40,0.19,0.05
"Malacostraca","Amphipoda","Phrosinidae","Anchylomera blossevillei","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",4.2,1.65,3.3
"Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",65,4.2,6.5
"Malacostraca","Amphipoda","Phrosinidae","Primno macropa","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",2.85714285714286,0.49,0.24
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus armatus","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","0.0","season_no","schooling",0,0,0
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus ovoides","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","0.0","season_no","schooling",9.25925925925926,1.1,1.3
"Malacostraca","Amphipoda","Platyscelidae","Platyscelus serratulus","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",1.85185185185185,0.06,0.08
"Malacostraca","Amphipoda","Vibiliidae","Vibilia gibbosa","adult","adult",NA,"epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",0.8620689655,0.24,0.05
"Malacostraca","Decapoda","Acanthephyridae","Acanthephyra pelagica","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",38.8888888888889,0,0
"Malacostraca","Decapoda","Alpheidae","Alpheus glaber","larva","larva","May have eaten larvae or post-larvae; Bouxin & Legendre reported mostly larvae","epipelagic","coastal","1.0","diel_yes","refuge_no","0.0","season_no","schooling",11.1111111111111,0,0
"Malacostraca","Decapoda","Axiidae","Axius stirhynchus","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","coastal","1.0","diel_yes","refuge_yes","1.0","season_yes","shoaling",4,0,0
"Malacostraca","Decapoda","Benthesicymidae","Gennadas elegans","juvenile","juvenile","Bouxin & Legendre reported juveniles","demersal","continental shelf","1.0","diel_yes","refuge_no","0.0","season_no","schooling",4,0,0
"Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","juvenile","juvenile","Likely to eat juveniles (see season note)","epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",27.75,1.3,23.3
"Malacostraca","Decapoda","Oplophoroidae","Janicella spinicauda","adult","adult",NA,"bathypelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","schooling",2.2,0.5,0.1
"Malacostraca","Decapoda","Oplophoroidae","Oplophorus typus","adult","adult",NA,"mesopelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","schooling",3.2,0.5,0.3
"Malacostraca","Decapoda","Oplophpridae","Systellaspis debilis","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",8,0,0
"Malacostraca","Decapoda","Palinuridae","Palinurus mauritanicus","larva","larva","Bouxin & Legendre reported larvae and an occurence of juveniles, extremely unlilely to eat adults.","epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",8,0,0
"Malacostraca","Decapoda","Pandalidae","Heterocarpus laevigatus","juvenile","juvenile",NA,"demersal","continental slope","1.0","diel_yes","refuge_yes","1.0","season_yes","schooling",3.2,0.3,0.1
"Malacostraca","Decapoda","Pasiphaeidae","Parapasiphae sulcatifrons","adult","adult",NA,"mesopelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",4,0,0
"Malacostraca","Decapoda","Penaeidae","Funchalia taaningi","adult","adult",NA,"mesopelagic","continental shelf","1.0","diel_yes","refuge_no","0.0","season_no","schooling",1.6,0.2,0.3
"Malacostraca","Decapoda","Penaeidae","Funchalia woodwardi","adult","adult",NA,"mesopelagic","continental slope","1.0","diel_yes","refuge_no","0.0","season_no","schooling",0.7,0.1,0.1
"Malacostraca","Decapoda","Polybiidae","Polybius henslowii","larva","larva","Bouxin & Legendre reported larvae and an occurence of adults","epipelagic","continental shelf","0.0","diel_no","refuge_no","0.0","season_no","schooling",51.4285714285714,0,1
"Malacostraca","Decapoda","Scyllaridae","Parribacus antarcticus","larva","larva","Most likely consumed larvae / y-o-y as indicated by similar species consumed in Bouxin & Legendre study","epipelagic","coastal","1.0","diel_yes","refuge_no","0.0","season_no","schooling",0.5,0.1,0
"Malacostraca","Decapoda","Scyllaridae","Scyllarus arctus","larva","larva","Bouxin & Legendre reported larvae and an occurence of juveniles and adults","epipelagic","coastal","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",20.7,0,4.1
"Malacostraca","Decapoda","Sergestidae","Eusergestes arcticus","adult","adult","Bouxin & Legendre","demersal","continental shelf","1.0","diel_yes","refuge_yes","1.0","season_yes","schooling",52,0,0
"Malacostraca","Decapoda","Sergestidae","Eusergestes similis","adult","adult","Pinkas et al. (1971)","epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",45,76.5,0
"Malacostraca","Decapoda","Sergestidae","Robustosergia robusta","adult","adult",NA,"bathypelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",2.85714285714286,0,0
"Malacostraca","Euphausiacea","Euphausiidae","Euphausia pacifica","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",38.9,43.1,0
"Malacostraca","Euphausiacea","Euphausiidae","Meganyctiphanes norvegica","adult","adult","Bouxin & Legendre reported adults, Joubin (1918) and Pusineri et al. (2005) reported 33-40 mm individuals in guts","epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",89.7,7.3,84.3
"Malacostraca","Euphausiacea","Euphausiidae","Nematoscelis megalops","adult","adult","Bouxin & Legendre reported adults","epipelagic","continental shelf","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",80,0.61,4.2
"Malacostraca","Euphausiacea","Euphausiidae","Nyctiphanes australis","adult","adult",NA,"epipelagic","coastal","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",27.9,0,20.4
"Malacostraca","Euphausiacea","Euphausiidae","Stylocheiron abbreviatum","adult","adult",NA,"epipelagic","coastal","0.0","diel_no","refuge_no","1.0","season_yes","schooling",16.6666666666667,0,0
"Malacostraca","Isopoda","Idoteidae","Idotea metallica","adult","adult","unlikely to have eaten larva","epipelagic","continental shelf","0.0","diel_no","refuge_yes","1.0","season_yes","schooling",3.7037037037037,0,0
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia gigas","adult","adult",NA,"bathypelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",0.7,0.1,0
"Malacostraca","Lophogastrida","Gnathophausiidae","Neognathophausia ingens","juvenile","juvenile","Large - giant red mysid shrimp","bathypelagic","oceanic","1.0","diel_yes","refuge_no","0.0","season_no","schooling",11.1111111111111,0,0
"Malacostraca","Stomatopoda","Lysiosquillidae","Lysiosquilla tredecimdentata","juvenile","juvenile","Based on trait","epipelagic","coastal","1.0","diel_yes","refuge_no","0.0","season_no","schooling",7.9,0.9,0.7
"Malacostraca","Stomatopoda","Odontodactylidae","Odontodactylus hansenii","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","coastal","0.0","diel_no","refuge_yes","NA","season_NA","solitary",0.3,0.04779353194,0
"Malacostraca","Stomatopoda","Odontodacylidae","Odontodactylus scyllarus","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","continental shelf","1.0","diel_yes","refuge_no","0.0","season_no","schooling",27,5.1,2.4
"Malacostraca","Stomatopoda","Squillidae","Natosquilla investigatoris","adult","adult","Based on trait","epipelagic","oceanic","0.0","diel_no","refuge_no","NA","season_NA","schooling",2,1.8,1.5
"Malacostraca","Stomatopoda","Squilllidae","Neoanchisquilla tuberculata","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","continental shelf","1.0","diel_yes","refuge_no","NA","season_NA","schooling",9.5,1.1,0.4
"Malacostraca","Stomatopoda","Protosquillidae","Echinosquilla guerinii","juvenile","juvenile","Most likely juvenile / young-of-year","epipelagic","coastal","1.0","diel_yes","refuge_no","NA","season_NA","shoaling",0.6,0.03186235463,0
"Thaliacea","Pyrosomatida","Pyrosomatidae","Pyrosoma atlanticum","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","NA","season_NA","schooling",2.85714285714286,0,0
"Thaliacea","Salpida","Salpidae","Salpa maxima","adult","adult",NA,"epipelagic","oceanic","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",4.8,1.9,1.3
"Thaliacea","Salpida","Salpidae","Soestia zonaria","adult","adult",NA,"epipelagic","coastal","1.0","diel_yes","refuge_no","1.0","season_yes","schooling",8.57142857142857,0,0
