prey_class,prey_order,prey_family,prey_sp,prey_age_reported_1,life_stage,vert_habitat,horz_habitat,diel_migrant,diel_migrant_cat,refuge,refuge_cat,season_migrant,season_cat,gregarious_primary,l_max,body_shape,b_shape_r,eye_body_r,standard_total,phys_defense,transparent,col_disrupt,silver,countershade,energy_density,percent_protein,percent_lipid,maxFO,maxN,maxM,maxTL,trophic_level,fisheries_status
Actinopterygii,Perciformes,Mullidae,Mullus barbatus barbatus,none,juvenile,demersal,continental shelf,0,diel_no,1,refuge_yes,1,season_yes,shoaling,11.4,fusiform,4.600507133,0.051586588,0.809135979,1,0,1,1,1,4.79,18.855,4.405,1.851851852,0,0,0,NA,none
Malacostraca,Amphipoda,Platyscelidae,Platyscelus serratulus,none,adult,epipelagic,continental shelf,1,diel_yes,0,refuge_no,1,season_yes,schooling,0.7,globiform,1.909210081,0.186856235,0.819778085,1,0,0,0,0,NA,NA,NA,1.851851852,0.06,0.08,0,NA,none
Actinopterygii,Perciformes,Sparidae,Spondyliosoma cantharus,none,juvenile,epipelagic,coastal,0,diel_no,1,refuge_yes,0,season_no,schooling,19.7,fusiform,2.888568092,0.066314279,0.783087084,1,0,1,1,0,6.9,18.3,6.8,1.851851852,0,0,0,NA,none
Actinopterygii,Perciformes,Carangidae,Trachinotus ovatus,none,juvenile,epipelagic,coastal,0,diel_no,0,refuge_no,1,season_yes,schooling,19.5,fusiform,3.416571979,0.086714744,0.713113472,1,0,0,1,1,NA,17.27,10.31,1.851851852,0,0,0,NA,aquaculture
Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium ritteri,none,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,NA,fusiform,5.217538167,0.042077439,0.8349095,0,0,1,1,1,7.43925,9.6022,12.8728125,1.8,0.1,0,0,NA,none
Cephalopoda,Oegopsida,Pyroteuthidae,Pterygioteuthis giardi,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,shoaling,4,fusiform,4.235674651,0.077645604,0.64039964,0,0,1,0,0,NA,NA,NA,1.63,0.16,0,0,3.36,none
Cephalopoda,Oegopsida,Pyroteuthidae,Pyroteuthis margaritifera,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,shoaling,5,fusiform,4.969865696,0.098834556,0.432954021,0,0,1,0,0,NA,NA,NA,1.63,0.16,0,0,3.1,none
Actinopterygii,Beryciformes,Berycidae,Beryx splendens,none,juvenile,mesopelagic,continental slope,1,diel_yes,0,refuge_no,1,season_yes,schooling,33.2,fusiform,3.317173758,0.096372302,0.786926234,1,0,0,1,1,NA,19.71,2.615,1.6,0.2,0.4,0,NA,none
Actinopterygii,Tetraodontiformes,Balistidae,Canthidermis maculata,none,juvenile,epipelagic,coastal,0,diel_no,1,refuge_yes,0,season_no,schooling,8.29,compressiform,3.071115479,0.046286137,0.830266635,1,0,1,0,1,1.92,20.58,0.59,1.6,0.1,0,0,NA,none
Malacostraca,Amphipoda,Cyphocarididae,Cyphocaris faurei,none,adult,demersal,continental slope,NA,diel_UN,0,refuge_no,NA,season_NA,schooling,3,fusiform,NA,NA,NA,1,0,1,0,0,NA,NA,NA,1.6,0.1,0,0,NA,none
Malacostraca,Decapoda,Penaeidae,Funchalia taaningi,none,adult,mesopelagic,continental shelf,1,diel_yes,0,refuge_no,0,season_no,schooling,2.3,elongated,8.485471451,0.034069884,0.805986005,1,0,0,0,0,NA,NA,NA,1.6,0.2,0.3,0,2.71,none
Actinopterygii,Tetraodontiformes,Tetraodontidae,Lagocephalus lagocephalus,none,juvenile,demersal,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,solitary,NA,globiform,4.649793117,0.044442872,0.843683625,0,0,0,1,1,NA,NA,NA,1.6,0,0,0,NA,none
Actinopterygii,Perciformes,Gempylidae,Lepidocybium flavobrunneum,none,juvenile,mesopelagic,continental slope,1,diel_yes,0,refuge_no,1,season_yes,schooling,30,fusiform,5.019006811,0.048268262,0.842694244,1,0,0,1,0,10.16,16.79266667,19.6745,1.6,0,0,0,NA,none
Actinopterygii,Aulopiformes,Paralepididae,Lestidiops similis,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,NA,20,elongated,17.21428022,0.036904808,0.933016554,0,0,0,0,0,NA,NA,NA,1.6,0.2,0.1,0,4.2,none
Actinopterygii,Tetraodontiformes,Ostraciidae,Ostracion cubicus,none,juvenile,epipelagic,oceanic,0,diel_no,1,refuge_yes,1,season_yes,solitary,NA,globiform,3.301860984,0.05622928,0.711901524,0,0,1,0,0,NA,NA,NA,1.6,0.2,0,0,NA,none
Cephalopoda,Oegopsida,Histioteuthidae,Stigmatoteuthis hoylei,none,juvenile,mesopelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,NA,NA,fusiform,6.159807616,0.050968723,0.276122126,0,0,1,0,0,NA,NA,NA,1.6,0.6,1.1,0,NA,none
Cephalopoda,Oegopsida,Thysanoteuthidae,Thysanoteuthis rhombus,none,larva,epipelagic,oceanic,0,diel_no,0,refuge_no,NA,season_NA,schooling,NA,fusiform,5.124701398,0.040881344,0.605999419,0,1,1,0,0,NA,NA,NA,1.6,0,0.6,0,NA,none
Cephalopoda,Oegopsida,Gonatidae,Gonatus berryi,none,juvenile,mesopelagic,oceanic,0,diel_no,0,refuge_no,NA,season_NA,schooling,NA,fusiform,8.839288668,0.048161293,0.602522958,0,0,0,0,0,5,8.9,6.2,1.5,0.1,0.1,0,NA,none
Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis heteropsis,none,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,0,season_no,schooling,5.5,fusiform,6.074506354,0.065542272,0.330543035,0,0,1,0,0,NA,NA,NA,1.5,0.1,0,0,NA,none
Malacostraca,Amphipoda,Eupronoidae,Parapronoe crustulum,none,adult,epipelagic,continental shelf,1,diel_yes,0,refuge_no,0,season_no,schooling,2,fusiform,NA,NA,NA,1,0,0,0,0,NA,NA,NA,1.5,0.2,0.1,0,NA,none
Cephalopoda,Oegopsida,Ommastrephidae,Todarodes pacificus,none,juvenile,demersal,continental shelf,1,diel_yes,0,refuge_no,1,season_yes,schooling,17,fusiform,6.962551351,0.029715022,0.638791767,0,0,1,0,0,3.75,17.0875,1.4725,1.5,0.2,0.4,0,NA,none
Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis affinis,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,NA,4.3,fusiform,5.345384958,0.069794953,0.456921392,0,1,1,0,0,NA,NA,NA,1.162790698,0.076511094,0.006092434,0,NA,none
Cephalopoda,Oegopsida,Ommastrephidae,Dosidicus gigas,none,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,29.7,fusiform,6.121842493,0.032659914,0.583018237,0,1,1,0,0,5.3945,14.5,0.366666667,1.162790698,0.1,3.350838928,0,NA,none
Actinopterygii,Perciformes,Kyphosidae,Medialuna californiensis,none,juvenile,epipelagic,reef-associated,0,diel_no,1,refuge_yes,1,season_yes,shoaling,19.05,fusiform,3.088407174,0.049844903,0.80364958,1,0,1,1,1,NA,19.8,NA,1.162790698,0.076511094,0.000609243,0,NA,none
Actinopterygii,Tetraodontiformes,Balistidae,Balistes punctatus,none,juvenile,demersal,coastal,NA,diel_UN,NA,refuge_NA,NA,season_NA,solitary,NA,compressiform,2.315217597,0.058328443,0.817719444,0,0,1,0,0,NA,NA,NA,1.1,0.2,0.2,0,NA,none
Cephalopoda,Oegopsida,Cranchiidae,Cranchia scabra,none,juvenile,epipelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,NA,13,globiform,2.487015213,0.071597931,0.720488113,0,1,0,0,0,NA,NA,NA,1.1,0.1,0,0,NA,none
Actinopterygii,Scorpaeniformes,Dactylopteridae,Dactyloptena orientalis,none,juvenile,epipelagic,coastal,NA,diel_UN,0,refuge_no,0,season_no,solitary,NA,elongated,6.406681716,0.088118439,0.83558127,1,0,1,0,0,NA,NA,NA,1.1,0.1,0,0,NA,none
Actinopterygii,Perciformes,Scombridae,Scomber scombrus,none,juvenile,epipelagic,continental shelf,1,diel_yes,0,refuge_no,1,season_yes,schooling,28.7,fusiform,5.598837934,0.040564199,0.879773081,1,0,0,1,1,7.823333333,14.9,11.85,1.1,0.4,0.2,0,NA,none
Cephalopoda,Myopsida,Loliginidae,Alloteuthis subulata,none,juvenile,demersal,continental shelf,NA,diel_UN,0,refuge_no,1,season_yes,schooling,7.8,fusiform,7.003478744,0.055852468,0.725055595,0,0,1,0,0,3.9,16.4,1.3,1,0.43,0.08,0,NA,none
Actinopterygii,Aulopiformes,Anotopteridae,Anotopterus nikparini,none,juvenile,bathypelagic,oceanic,NA,diel_UN,0,refuge_no,1,season_yes,solitary,43,elongated,14.45448979,0.019153686,0.937415038,0,0,0,1,1,NA,NA,NA,1,0,0,0,NA,none
Cephalopoda,Oegopsida,Gonatidae,Gonatus onyx,juvenile,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,NA,fusiform,5.927176673,0.045576196,0.517042628,0,0,1,0,0,39.33,NA,NA,1,0,0,0.15,NA,none
Actinopterygii,Perciformes,Centrolophidae,Icichthys lockingtoni,none,juvenile,epipelagic,coastal,1,diel_yes,0,refuge_no,NA,season_NA,shoaling,NA,fusiform,3.548991628,0.065694401,0.795002498,1,1,0,0,0,NA,NA,NA,1,0,0,0,NA,none
Cephalopoda,Oegopsida,Octopoteuthidae,Octopoteuthis rugosa,none,adult,demersal,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,NA,23,fusiform,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,0.1,0.2,0,NA,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes brevispinis,juvenile,juvenile,demersal,continental shelf,NA,diel_UN,1,refuge_yes,0,season_no,shoaling,46,fusiform,3.748109726,0.055522063,0.825567017,1,0,0,1,1,NA,NA,NA,1,0,0,1.25,NA,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes diploproa,juvenile,juvenile,demersal,continental shelf,0,diel_no,1,refuge_yes,1,season_yes,shoaling,19,fusiform,3.200098589,0.096231285,0.821099035,1,0,1,1,1,2.9288,11.057,0.645,1,0,0,1.68,NA,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes proriger,juvenile,juvenile,epipelagic,continental shelf,0,diel_no,1,refuge_yes,0,season_no,shoaling,30,fusiform,3.980914855,0.073609676,0.813559216,1,0,1,1,1,NA,NA,NA,1,0,0,1.44,NA,none
Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes wilsoni,juvenile,juvenile,demersal,continental shelf,NA,diel_UN,1,refuge_yes,0,season_no,shoaling,NA,fusiform,4.251819656,0.094918541,0.821857164,1,0,1,0,0,NA,NA,NA,1,0,0,1.3,NA,none
Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus californiensis,none,juvenile,demersal,reef-associated,NA,diel_UN,1,refuge_yes,NA,season_NA,solitary,NA,eel-like,34.58035934,0.006782918,1,0,0,0,0,0,NA,NA,NA,1,0,0,0,NA,none
Actinopterygii,Myctophiformes,Myctophidae,Lampanyctus mexicanus,larva,larva,epipelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,schooling,NA,elongated,NA,NA,NA,0,0,1,1,1,NA,NA,NA,0.996677741,0,0,0,NA,none
Actinopterygii,Myctophiformes,Myctophidae,Nannobrachium regale,larva,larva,epipelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,2,elongated,5.855692413,0.041898014,0.875994839,0,1,1,1,0,7.6,11.8,12.1,0.996677741,0,0,0,NA,none
Actinopterygii,Stomiiformes,Sternoptychidae,Sternoptyx obscura,adult,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,0,season_no,solitary,4.5,compressiform,1.597608588,0.130209557,0.768116527,0,0,0,1,0,2.85,10.7721,1.449,0.996677741,0,0,0,3.3,none
Actinopterygii,Beloniformes,Belonidae,Strongylura exilis,adult,adult,epipelagic,coastal,NA,diel_UN,0,refuge_no,1,season_yes,schooling,91,elongated,18.10766104,0.025664834,0.90384039,0,0,0,1,1,NA,NA,NA,0.996677741,0,0,0,4.5,minor commercial
Actinopterygii,Aulopiformes,Paralepididae,Paralepis speciosa,adult,adult,mesopelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,schooling,NA,elongated,9.41533838,0.048359401,0.834346124,0,1,0,1,0,NA,NA,NA,0.862068966,17.1,23.04,0,3.15,none
Actinopterygii,Clupeiformes,Clupeidae,Sardinella aurita,none,juvenile,epipelagic,coastal,1,diel_yes,0,refuge_no,0,season_no,schooling,14.4,fusiform,5.279667506,0.04780827,0.815625378,0,0,0,1,1,5.64,19.85125,7.155,0.862068966,0.86,0.86,0,NA,none
Actinopterygii,Aulopiformes,Paralepididae,Sudis hyalina,adult,adult,mesopelagic,oceanic,NA,diel_UN,0,refuge_no,1,season_yes,schooling,100,elongated,9.596352723,0.045139821,0.880258499,0,1,0,1,0,NA,NA,NA,0.862068966,0.43,0.82,0,4.2,none
Malacostraca,Amphipoda,Vibiliidae,Vibilia gibbosa,none,adult,epipelagic,continental shelf,1,diel_yes,0,refuge_no,0,season_no,schooling,0.8,fusiform,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0.862068966,0.24,0.05,0,NA,none
Cephalopoda,Oegopsida,Enoploteuthidae,Abraliopsis gilchristi,none,adult,mesopelagic,continental slope,1,diel_yes,0,refuge_no,NA,season_NA,NA,5.1,fusiform,5.630846991,0.050103736,0.422439939,0,0,0,0,0,NA,NA,NA,0.7,0.2,0.1,0,NA,none
Actinopterygii,Gadiformes,Moridae,Antimora rostrata,none,juvenile,benthic,continental slope,0,diel_no,NA,refuge_NA,NA,season_NA,shoaling,41,elongated,5.155757843,0.042887368,0.89197089,0,0,0,1,0,4.32825,NA,0.29,0.7,0,0.5,0,NA,none
Actinopterygii,Perciformes,Nomeidae,Cubiceps capensis,none,juvenile,epipelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,schooling,NA,fusiform,4.36444781,0.055028497,0.846594017,1,0,0,1,1,NA,NA,NA,0.7,0.1,0.5,0,NA,none
Actinopterygii,Myctophiformes,Myctophidae,Diaphus ostenfeldi,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,12,fusiform,4.7674861,0.062331694,0.789517673,0,0,0,0,0,NA,NA,NA,0.7,0,0,0,3.2,none
Malacostraca,Decapoda,Penaeidae,Funchalia woodwardi,none,adult,mesopelagic,continental slope,1,diel_yes,0,refuge_no,0,season_no,schooling,16,elongated,7.384377982,0.034578112,0.834755461,1,0,0,0,0,NA,NA,NA,0.7,0.1,0.1,0,2.7,none
Actinopterygii,Myctophiformes,Myctophidae,Hygophum hygomii,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,6.8,fusiform,4.816537071,0.106097799,0.818556436,0,0,0,1,0,6.06,NA,1.75,0.7,0,0,0,3,none
Malacostraca,Lophogastrida,Gnathophausiidae,Neognathophausia gigas,adult,adult,bathypelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,schooling,16.4,fusiform,7.992940908,0.01944009,0.811398023,1,0,0,0,0,NA,NA,NA,0.7,0.1,0,0,NA,none
Cephalopoda,Spirulida,Spirulidae,Spirula spirula,none,adult,mesopelagic,continental slope,1,diel_yes,0,refuge_no,0,season_no,NA,4.5,globiform,3.393799057,0.05949246,0.581458963,1,0,1,0,0,NA,NA,NA,0.7,0.1,0,0,3.26,none
Malacostraca,Stromatopoda,Protosquillidae,Echinosquilla guerinii,none,adult,benthic,reef-associated,0,diel_no,1,refuge_yes,NA,season_NA,shoaling,8.1,elongated,5.058423129,0.040512386,0.765909653,1,0,0,0,0,NA,NA,NA,0.6,0.038015586,0,0,NA,none
Actinopterygii,Perciformes,Scombridae,Katsuwonus pelamis,none,juvenile,epipelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,40,fusiform,3.517372234,0.039496938,0.909395084,1,0,0,1,1,6.12956,23.79125,1.69875,0.6,0.171070139,0,0,NA,none
Actinopterygii,Perciformes,Tetragonuridae,Tetragonurus cuvieri,none,juvenile,epipelagic,oceanic,0,diel_no,1,refuge_yes,0,season_no,shoaling,NA,elongated,7.030385923,0.033169196,0.864974547,1,0,0,0,0,NA,NA,NA,0.6,0.05702338,0,0,NA,none
Cephalopoda,Octopoda,Argonautidae,Argonauta nouryi,none,adult,epipelagic,oceanic,0,diel_no,0,refuge_no,NA,season_NA,schooling,17.4,compressiform,NA,NA,NA,1,0,1,0,0,NA,NA,NA,0.5,0.1,0,0,3.44,none
Actinopterygii,Stomiiformes,Sternoptychidae,Argyropelecus aculeatus,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,0,season_no,solitary,8.3,compressiform,1.68311867,0.109884274,0.841177801,1,0,0,1,0,3.428,11.3,1,0.5,0,0,0,3.71,none
Actinopterygii,Ateleopodiformes,Ateleopodidae,Ateleopus natalensis,none,juvenile,benthic,continental shelf,NA,diel_UN,NA,refuge_NA,NA,season_NA,NA,25.8,elongated,13.34881065,0.018144108,0.946812685,0,0,0,0,0,NA,NA,NA,0.5,0.3,0.5,0,NA,none
Actinopterygii,Stomiiformes,Stomiidae,Bathophilus flemingi,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,solitary,16,elongated,8.633906293,0.023037248,0.913341896,0,0,1,0,0,NA,NA,NA,0.5,0.1,0,0,3.5,none
Actinopterygii,Lophiiformes,Ceratiidae,Ceratias tentaculatus,none,juvenile,demersal,continental shelf,NA,diel_UN,NA,refuge_NA,NA,season_NA,NA,NA,compressiform,2.876499275,0.01644997,0.71638385,1,0,0,0,0,NA,NA,NA,0.5,0.1,0.3,0,NA,none
Actinopterygii,Perciformes,Priacanthidae,Cookeolus japonicus,none,adult,demersal,reef-associated,0,diel_no,1,refuge_yes,1,season_yes,solitary,69,fusiform,3.197736641,0.092074025,0.780618531,1,0,0,1,0,NA,NA,NA,0.5,0.2,0,0,3.5,commercial
Actinopterygii,Perciformes,Embiotocidae,Cymatogaster aggregata,none,adult,demersal,coastal,0,diel_no,1,refuge_yes,1,season_yes,shoaling,20.3,compressiform,3.150001143,0.073845638,0.796069698,1,0,1,1,0,4.68,13.7,2.508421053,0.5,0.1,0,0,2.99,minor commercial
Actinopterygii,Perciformes,Carangidae,Decapterus macarellus,none,juvenile,epipelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,schooling,24.5,fusiform,5.21135982,0.053438,0.860141523,1,0,0,1,1,6.52704,NA,NA,0.5,0.1,0,0,NA,none
Actinopterygii,Perciformes,Carangidae,Decapterus macrosoma,none,juvenile,epipelagic,reef-associated,NA,diel_UN,0,refuge_no,NA,season_NA,schooling,17.6,fusiform,5.91040197,0.059915753,0.861187129,1,0,0,1,1,NA,38.59,6.55,0.5,0,0.1,0,NA,none
Cephalopoda,Oegopsida,Chiroteuthidae,Grimalditeuthis bonplandi,none,juvenile,mesopelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,NA,NA,fusiform,10.94204763,0.012007598,0.445776693,0,0,0,0,0,NA,1.84,NA,0.5,0,0,0,NA,none
Cephalopoda,Oegopsida,Histioteuthidae,Histioteuthis meleagroteuthis,none,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,NA,6.5,fusiform,6.264806615,0.043568166,0.2957818,0,0,0,0,0,NA,NA,NA,0.5,0,0,0,NA,none
Actinopterygii,Myctophiformes,Myctophidae,Lampadena luminosa,none,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,0,season_no,shoaling,15,elongated,5.511631631,0.05780706,0.845808726,0,0,0,1,0,3.971,11.2,1,0.5,0.3,0.5,0,NA,none
Actinopterygii,Perciformes,Istiophoridae,Makaira mazara,none,juvenile,epipelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,solitary,130,elongated,7.145989822,0.016237005,0.848343932,0,0,0,1,1,NA,24.4,2.7,0.5,0.5,0.5,0,NA,none
Actinopterygii,Tetraodontiformes,Molidae,Masturus lanceolatus,none,juvenile,epipelagic,oceanic,1,diel_yes,0,refuge_no,0,season_no,solitary,NA,compressiform,2.175802411,0.034084141,0.867902112,0,0,0,0,1,NA,NA,NA,0.5,0.1,0,0,NA,none
Actinopterygii,Osmeriformes,Opisthoproctidae,Monacoa grimaldii,none,adult,mesopelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,NA,8,compressiform,2.984465755,0.075273655,0.805703195,0,0,0,1,0,NA,NA,NA,0.5,0,0,0,4,none
Cephalopoda,Oegopsida,Onychoteuthidae,Onykia loennbergii,none,juvenile,epipelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,NA,NA,fusiform,5.317687201,0.017109886,0.541527708,0,0,0,0,0,NA,NA,NA,0.5,0,0.3,0,NA,none
Cephalopoda,Octopoda,Opisthoteuthidae,Opisthoteuthis californiana,none,adult,benthic,continental slope,1,diel_yes,1,refuge_yes,0,season_no,solitary,8,fusiform,1.394637562,0.085375069,0.792700773,0,1,1,0,0,NA,NA,1.2,0.5,0.1,0,0,NA,none
Malacostraca,Decapoda,Scyllaridae,Parribacus antarcticus,none,adult,benthic,reef-associated,0,diel_no,1,refuge_yes,0,season_no,solitary,20,depressiform,2.020871053,0.030084665,0.826315934,1,0,1,0,0,NA,NA,NA,0.5,0.1,0,0,NA,commercial
Actinopterygii,Perciformes,Stromateidae,Peprilus simillimus,none,juvenile,epipelagic,coastal,NA,diel_UN,1,refuge_yes,NA,season_NA,schooling,NA,compressiform,2.67637526,0.039896518,0.743324373,1,0,0,1,1,NA,NA,NA,0.5,0.1,0,0,NA,none
Actinopterygii,Perciformes,Scombrolabracidae,Scombrolabrax heterolepis,none,juvenile,epipelagic,continental shelf,1,diel_yes,0,refuge_no,0,season_no,NA,NA,fusiform,5.055324787,0.082346357,0.840498924,1,0,0,0,0,NA,NA,NA,0.5,0,0,0,NA,none
Actinopterygii,Aulopiformes,Notosudidae,Scopelosaurus hoedti,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,NA,14,elongated,12.4475841,0.050059841,0.886146916,0,0,0,1,0,NA,NA,NA,0.5,0,0.2,0,3.3,none
Cephalopoda,Vampyromorpha,Vampyroteuthidae,Vampyroteuthis infernalis,none,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,0,season_no,solitary,NA,globiform,4.158529495,0.05164196,0.414939716,0,0,0,0,0,NA,NA,NA,0.5,0.1,0,0,NA,none
Actinopterygii,Argentiniformes,Bathylagidae,Leuroglossus stilbius,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,15,fusiform,6.358469214,0.07482459,0.867001809,0,0,0,1,1,3.899,6.9,6.2,0.4,0.1,0,0,3.26,none
Cephalopoda,Oegopsida,Octopoteuthidae,Octopoteuthis nielseni,juvenile,juvenile,mesopelagic,oceanic,1,diel_yes,NA,refuge_NA,NA,season_NA,NA,NA,fusiform,NA,NA,NA,0,0,0,0,0,NA,NA,NA,0.332225914,0,0,0,NA,none
Cephalopoda,Oegopsida,Pyroteuthidae,Pterygioteuthis microlampas,juvenile,juvenile,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,shoaling,1.7,fusiform,4.934269015,0.134293187,0.53126522,0,0,1,0,0,NA,NA,NA,0.332225914,0,0,0,NA,none
Actinopterygii,Perciformes,Coryphaenidae,Coryphaena hippurus,none,larva,epipelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,14,elongated,5.516410121,0.023568446,0.780066691,0,1,0,0,0,NA,NA,NA,0.3,0.019007793,0,0,NA,none
Actinopterygii,Tetraodontiformes,Ostraciidae,Lactoria diaphana,none,juvenile,epipelagic,continental shelf,NA,diel_UN,0,refuge_no,NA,season_NA,solitary,10.2,globiform,3.131955325,0.082258943,0.82005976,1,1,1,0,0,NA,NA,NA,0.3,0.019007793,0,0,NA,none
Malacostraca,Stomatopoda,Odontodactylidae,Odontodactylus hansenii,none,adult,benthic,coastal,0,diel_no,1,refuge_yes,NA,season_NA,solitary,7.7,elongated,NA,NA,NA,1,0,1,0,0,NA,NA,NA,0.3,0.05702338,0,0,NA,none
Actinopterygii,Myctophiformes,Myctophidae,Symbolophorus evermanni,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,shoaling,8,elongated,5.699398603,0.078473478,0.84158417,0,0,0,0,0,NA,13,3.1,0.3,0,0,0,3.4,none
Actinopterygii,Atheriniformes,Atherinidae,Atherinopsis californiensis,none,juvenile,epipelagic,coastal,0,diel_no,0,refuge_no,1,season_yes,schooling,16,elongated,6.098383781,0.036355588,0.82531002,1,0,0,1,1,NA,NA,1.484,0,0,0,9.46,NA,none
Actinopterygii,Scorpaeniformes,Agonidae,Bathyagonus pentacanthus,none,adult,demersal,continental shelf,0,diel_no,1,refuge_yes,NA,season_NA,solitary,23,elongated,10.69826458,0.047606347,0.894964421,1,0,0,0,1,NA,NA,NA,0,0,0,0,3.2,none
Actinopterygii,Argentiniformes,Bathylagidae,Bathylagoides wesethi,none,adult,mesopelagic,oceanic,1,diel_yes,0,refuge_no,NA,season_NA,schooling,13.5,elongated,7.929637277,0.085166806,0.859175552,0,0,0,1,1,2.85,8.5,2.4,0,0,0,0,3.4,none
Malacostraca,Amphipoda,Brachyscelidae,Brachyscelus macrocephalus,none,adult,epipelagic,continental shelf,1,diel_yes,0,refuge_no,NA,season_NA,schooling,0.5,fusiform,NA,NA,NA,1,0,0,0,0,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Perciformes,Bramidae,Brama brama,none,juvenile,epipelagic,oceanic,1,diel_yes,0,refuge_no,1,season_yes,schooling,NA,compressiform,2.83664382,0.04781585,0.757359497,0,0,0,1,1,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Ophidiiformes,Ophdiidae,Chilara taylori,none,juvenile,epipelagic,continental shelf,NA,diel_UN,0,refuge_no,NA,season_NA,solitary,NA,eel-like,6.881672361,0.041205895,1,0,0,1,0,0,3.39,NA,NA,0,0,0,0,NA,none
Actinopterygii,Perciformes,Pomacentridae,Chromis punctipinnis,none,juvenile,epipelagic,coastal,1,diel_yes,1,refuge_yes,1,season_yes,schooling,14,fusiform,3.125021307,0.057994229,0.768342148,1,0,0,0,0,NA,NA,NA,0,0,0,0,NA,none
Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys sordidus,none,juvenile,demersal,continental shelf,1,diel_yes,1,refuge_yes,1,season_yes,shoaling,11.9,depressiform,2.930521409,0.069999434,0.83717539,0,0,1,0,0,3.47,17,11.86666667,0,0,0,0,NA,none
Actinopterygii,Clupeiformes,Clupeidae,Clupea pallasii,none,juvenile,epipelagic,coastal,1,diel_yes,0,refuge_no,1,season_yes,schooling,21.4,fusiform,5.202217137,0.056195186,0.825122568,0,0,0,1,1,NA,NA,NA,0,0,0,0,NA,minor commercial
Actinopterygii,Lampriformes,Trachipteridae,Desmodema polystictum,none,juvenile,mesopelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,solitary,NA,eel-like,8.337410983,0.033187483,1,0,0,1,1,1,NA,NA,NA,0,0,0,0,NA,none
Cephalopoda,Oegopsida,Cranchiidae,Galiteuthis phyllura,none,larva,epipelagic,oceanic,NA,diel_UN,0,refuge_no,NA,season_NA,schooling,10,fusiform,6.289053425,0.064232927,0.738763716,0,1,0,0,0,3.51,9.3,3.3,0,0,0,0,NA,none
