"StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatName","LocatLatitude","LocatLongitude","MonthRange","YearEnd","stomachs_used","pred_life","pred_life_est","pred_age","pred_age_est","pred_flmean","pred_flmean_se","pred_flmean_est","pred_flmin","pred_flmax","pred_flest","est_note","est_ref","prey_class","prey_order","prey_family","prey_sp","prey_age_reported_1","prey_age_reported_2","prey_age_use","Include","FO","pFOuse","N","pN","Total Mass (g)","pM","maxl_use","maxl_type","gape_lmax","gape_height_limit","b_shape_r","eye_body_r","standard_total","maxtl_use","measure","l_adult","l_juve","l_larva","larva_adult","juve_adult","larva_adult_u","juve_adult_u","larva_adult_use","juve_adult_use","prey_length","prey_frac","prey_proba","life_stage"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis felis","none",NA,"0","Yes",11,12.7906976744186,19,1.45371078806427,35,2.13235204523023,0,"NO",7.97988,6.46276,5.28057889844523,0.050754532481781,0.458302808973147,0,"l_max",17.4557079803295,6.54589049262357,1.15644065369683,6.625,37.5,21.8839285714285,59.0277777777778,6.625,37.5,7.97988,45.715017740858,"adult","adult"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis sicula","none",NA,"0","Yes",7,8.13953488372093,19,1.45371078806427,10,0.609243441494352,0,"NO",7.97988,6.46276,4.32859419033216,0.0725712424899676,0.459915021510759,0,"l_max",43.4862943469485,NA,NA,NA,NA,7.21716900528456,46.6657905243552,7.21716900528456,46.6657905243552,7.97988,18.3503334092664,"juvenile","juvenile"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Cephalopoda","Oegopsida","Onychoteuthidae","Onychoteuthis borealijaponica","none",NA,"0","Yes",4,4.65116279069767,17,1.30068859984698,13,0.792016473942658,0,"NO",7.97988,6.46276,5.51448267771059,0.0376700668718009,0.665533340197078,0,"l_max",55.5945100947813,37.5638581721496,0.525894014410094,0.945945945945947,67.5675675675677,2.2162814988902,47.6527614571093,0.945945945945947,67.5675675675677,7.97988,14.3537194345185,"juvenile","juvenile"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Cephalopoda","Octopoda","Argonautidae","Argonauta argo","none",NA,"0","Yes",8,9.30232558139535,13,0.994644223412395,0.01,0.000609243441494352,0,"NO",7.97988,6.46276,2.77803979041028,0.0687717239198642,0.500065631996491,0,"l_max",29.9960625970498,6.39916002070395,NA,NA,21.3333333333333,9.02460995505148,16.4137931034483,9.02460995505148,21.3333333333333,7.97988,26.6030915697077,"adult","adult"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","none",NA,"0","Yes",5,5.81395348837209,7,0.53557765876052,0.1,0.00609243441494352,0,"NO",7.97988,6.46276,8.49401274727012,0.0318175447821097,0.893821207124173,0,"l_max",44.7516792857244,25.3965779946486,4.47516792857244,10,56.75,7.5,38.375,10,56.75,7.97988,17.8314649357651,"juvenile","juvenile"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Actinopterygii","Myctophiformes","Myctophidae","Triphoturus mexicanus","none",NA,"0","Yes",6,6.97674418604651,6,0.459066564651875,0.01,0.000609243441494352,0,"NO",7.97988,6.46276,5.7750810354473,0.0596396598199934,0.840212201732717,0,"l_max",7.5,4.5,2.14231594862342,28.5642126483123,60,17.3397107607587,55.0321262222587,28.5642126483123,60,7.5,100,"adult","adult"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Actinopterygii","Clupeiformes","Engraulidae","Engraulis mordax","none",NA,"0","Yes",2,2.32558139534884,6,0.459066564651875,16,0.974789506390964,0,"NO",7.97988,6.46276,5.94195536299165,0.0507285341763106,0.851299405873863,0,"l_max",29.1319362246502,11.2768785385743,4.69869939107262,16.1290322580645,38.7096774193549,12.2660925374482,48.3115500472468,16.1290322580645,38.7096774193549,7.97988,27.392206060261,"juvenile","juvenile"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Actinopterygii","Perciformes","Scombridae","Scomber japonicus","none",NA,"0","Yes",2,2.32558139534884,4,0.306044376434583,0.1,0.00609243441494352,0,"TL",7.97988,6.46276,5.27648163329221,0.054908579464867,0.847507569658184,0,"l_max",64,26.1,1.76989569615877,2.76546202524808,40.78125,4.39220154755559,41.6594065656566,2.76546202524808,40.78125,7.97988,12.4685625,"juvenile","juvenile"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","none",NA,"0","Yes",1,1.16279069767442,2,0.153022188217291,3,0.182773032448306,0,"NO",7.97988,6.46276,2.74890108810733,0.0766958234643479,0.881384669985547,0,"l_max",13,1.45,0.72,5.53846153846154,11.1538461538462,5.53846153846154,11.1538461538462,5.53846153846154,11.1538461538462,7.97988,61.3836923076923,"adult","adult"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Cephalopoda","Oegopsida","Enoploteuthidae","Abraliopsis affinis","none",NA,"0","Yes",1,1.16279069767442,1,0.0765110941086457,0.1,0.00609243441494352,0,"NO",7.97988,6.46276,5.34538495821609,0.0697949529570643,0.456921391606816,0,"l_max",9.41080912162716,NA,NA,NA,NA,21.8839285714285,59.0277777777778,21.8839285714285,59.0277777777778,7.97988,84.7948342896604,"adult","adult"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Actinopterygii","Perciformes","Kyphosidae","Medialuna californiensis","none",NA,"0","Yes",1,1.16279069767442,1,0.0765110941086457,0.01,0.000609243441494352,0,"NO",7.97988,6.46276,3.08840717440099,0.0498449029907888,0.803649579721794,0,"l_max",48,19.05,1.82,3.79166666666667,39.6875,3.79166666666667,39.6875,3.79166666666667,39.6875,7.97988,16.62475,"juvenile","juvenile"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Cephalopoda","Oegopsida","Ocythoidae","Ocythoe tuberculata","none",NA,"0","Yes",1,1.16279069767442,1,0.0765110941086457,0.01,0.000609243441494352,0,"NO",7.97988,6.46276,4.32431861565924,0.0367497032079742,0.328540792686309,0,"l_max",96,NA,NA,NA,NA,7.21716900528456,46.6657905243552,7.21716900528456,46.6657905243552,7.97988,8.312375,"juvenile","juvenile"
"Madigan2015","Madigan et al.","2015.0","N Pacific","NE Pacific","Mexico to California",34.633208,-124.292542,"Jul–Oct",2010,"86","juvenile","Estimated: study estimated and the synthesis effort considered accurate","2–4 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",75.6,8.9,"Estimated: using Glaser (2010) reported numbers because the mean was not reported by Madigan et al. (2015) and would be similar to this study",54,99,"Measured: study reported FL range","The paper reports an unknown type of length from 66-83 cm, and then in ESM 80-95 cm for FL. This doens't add up.","Glaser (2010)","Cephalopoda","Oegopsida","Ommastrephidae","Dosidicus gigas","none",NA,"0","Yes",1,1.16279069767442,1,0.0765110941086457,55,3.35083892821894,0,"ML",7.97988,6.46276,6.12184249318679,0.0326599143341147,0.583018236731316,0,"l_max",400,29.7,1.02912732775546,0.257281831938865,7.425,3.48893481394648,42.6926652457553,0.257281831938865,7.425,7.97988,1.99497,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Perciformes","Gempylidae","Diplospinus multistriatus","none",NA,"0","Yes",0,8,0,0,0,0,151,"SL",10.0703,7.0876,15.823188860179,0.0354008522630266,0.919496686185104,164.220276449808,"l_max",35.8891994890309,17.4008239946816,1.89233960942163,5.27272727272728,48.4848484848483,3.30944055944056,40.673597904993,5.27272727272728,48.4848484848483,16.4220276449808,45.7575757575757,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx diaphana","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,1.63579611964388,0.121914176842539,0.73707954798368,0,"l_max",7.46188117014716,3.52743473497866,1.53307740404842,20.5454545454546,47.2727272727273,24.7947748227462,42.8309830230011,20.5454545454546,47.2727272727273,7.46188117014716,100,"adult","adult"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Malacostraca","Amphipoda","Phrosinidae","Phrosina semilunata","none",NA,"0","Yes",0,65,0,0,0,0,0,"NO",10.0703,7.0876,NA,NA,NA,0,"l_max",3,NA,NA,NA,NA,13.2277038321486,35.9384836382273,13.2277038321486,35.9384836382273,3,100,"adult","adult"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Scorpaeniformes","Peristediidae","Peristedion gracile","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,7.00831660987058,0.0661433652812038,0.858836449279762,0,"l_max",20,6.7,NA,NA,33.5,6.18065511061849,33.5,6.18065511061849,33.5,10.0703,50.3515,"adult","adult"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Aulopiformes","Omosudidae","Omosudis lowii","none",NA,"0","Yes",0,5,0,0,0,0,0,"NO",10.0703,7.0876,4.93265216108913,0.0584555161744779,0.863521681715712,0,"l_max",26.6351158135391,NA,2,7.50888418883227,NA,7.50888418883227,40.2230160108363,7.50888418883227,40.2230160108363,10.0703,37.8083582233988,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Perciformes","Gempylidae","Nealotus tripes","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,8.06902625820124,0.0470653940063948,0.860026405521185,0,"l_max",29.0688749083811,17.4413249450287,NA,NA,60.0000000000001,3.30944055944056,40.673597904993,3.30944055944056,60.0000000000001,10.0703,34.64289564608,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Perciformes","Caproidae","Antigonia capros","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,1.12770537703403,0.0968418878724362,0.754523587756125,0,"l_max",30.5,12,NA,NA,39.344262295082,4.87857020853057,33.3387978142077,4.87857020853057,39.344262295082,10.0703,33.0173770491803,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Perciformes","Bramidae","Brama orcini","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,2.65651997711393,0.0628232329953204,0.692844722207276,0,"l_max",42,NA,NA,NA,NA,1.85265311252924,31.5362637362637,1.85265311252924,31.5362637362637,10.0703,23.9769047619048,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Perciformes","Carangidae","Selene setapinnis","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,1.91948270710868,0.0734859333084277,0.726997409054857,0,"l_max",60,20.5,0.95,1.58333333333333,34.1666666666667,2.83716522622231,39.0625189036153,1.58333333333333,34.1666666666667,10.0703,16.7838333333333,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Perciformes","Scombridae","Scomber japonicus","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,5.27648163329221,0.054908579464867,0.847507569658184,0,"l_max",64,26.1,1.76989569615877,2.76546202524808,40.78125,4.39220154755559,41.6594065656566,2.76546202524808,40.78125,10.0703,15.73484375,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Perciformes","Nomeidae","Psenes pellucidus","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,3.04468773163937,0.0760476379354802,0.713196856621047,0,"l_max",80,12,1.87886414187044,2.34858017733805,15,7.06602519861735,30.6191588785047,2.34858017733805,15,10.0703,12.587875,"juvenile","juvenile"
"Matthews1977","Matthews et al.","1977.0","N Atlantic","NW Atlantic","NW Atlantic",38,-56,"NA",1964,"38","adult","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported","6–8 yo","Estimated: synthesis effort estimated from N Atlantic growth curve (Santiago & Arrizabalaga 2005) & size reported",101,NA,"Measured: study reported FL mean",96,106,"Measured: study reported FL range",NA,"Santiago & Arrizabalaga (2005): https://academic.oup.com/icesjms/article/62/4/740/675421","Actinopterygii","Perciformes","Gempylidae","Nesiarchus nasutus","none",NA,"0","Yes",0,3,0,0,0,0,0,"NO",10.0703,7.0876,10.4612468650755,0.0300351913126785,0.87906096239527,0,"l_max",147.885079148294,28.8944693105128,1.99076068084242,1.34615384615385,19.5384615384615,3.30944055944056,40.673597904993,1.34615384615385,19.5384615384615,10.0703,6.80954431508391,"juvenile","juvenile"
"McHugh1952","McHugh, JL","1952.0","N Pacific","NE Pacific","Baja to northern CA",32.5,-121,"Jun & Oct",1949,"301","juvenile, adult","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",37,105,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)","Barb Muhling pers. comm.: proxy historical data on NE Pacific fish sizes","ISC (2006)","Actinopterygii","Stomiiformes","Sternoptychidae","Sternoptyx obscura","adult",NA,"3","Yes",3,0.996677740863787,0,0,0,0,0,"NO",7.38732,6.28564,1.59760858773949,0.130209556653056,0.768116527209641,0,"l_max",5.85848610281474,NA,NA,NA,NA,24.7947748227462,42.8309830230011,24.7947748227462,42.8309830230011,5.85848610281474,100,"adult","adult"
"McHugh1952","McHugh, JL","1952.0","N Pacific","NE Pacific","Baja to northern CA",32.5,-121,"Jun & Oct",1949,"301","juvenile, adult","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",37,105,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)","Barb Muhling pers. comm.: proxy historical data on NE Pacific fish sizes","ISC (2006)","Malacostraca","Decapoda","Munididae","Pleuroncodes planipes","adult",NA,"3","Yes",83.5275,27.75,0,0,0,23.3,0,"NO",7.38732,6.28564,2.74890108810733,0.0766958234643479,0.881384669985547,0,"l_max",13,1.45,0.72,5.53846153846154,11.1538461538462,5.53846153846154,11.1538461538462,5.53846153846154,11.1538461538462,7.38732,56.8255384615385,"adult","adult"
"McHugh1952","McHugh, JL","1952.0","N Pacific","NE Pacific","Baja to northern CA",32.5,-121,"Jun & Oct",1949,"301","juvenile, adult","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",37,105,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)","Barb Muhling pers. comm.: proxy historical data on NE Pacific fish sizes","ISC (2006)","Actinopterygii","Beloniformes","Scomberesocidae","Cololabis saira","adult",NA,"3","Yes",163.5935,54.35,0,0,0,23.3,0,"NO",7.38732,6.28564,8.49401274727012,0.0318175447821097,0.893821207124173,0,"l_max",44.7516792857244,25.3965779946486,4.47516792857244,10,56.75,7.5,38.375,10,56.75,7.38732,16.5073581995314,"juvenile","adult"
"McHugh1952","McHugh, JL","1952.0","N Pacific","NE Pacific","Baja to northern CA",32.5,-121,"Jun & Oct",1949,"301","juvenile, adult","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",37,105,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)","Barb Muhling pers. comm.: proxy historical data on NE Pacific fish sizes","ISC (2006)","Actinopterygii","Beloniformes","Belonidae","Strongylura exilis","adult",NA,"3","Yes",3,0.996677740863787,0,0,0,0,0,"NO",7.38732,6.28564,18.1076610441128,0.0256648342771058,0.903840389806804,0,"l_max",91,NA,7.52345223414225,8.26752992762885,NA,5.21105964980476,27.536231884058,8.26752992762885,27.536231884058,7.38732,8.11793406593407,"larva","adult"
"McHugh1952","McHugh, JL","1952.0","N Pacific","NE Pacific","Baja to northern CA",32.5,-121,"Jun & Oct",1949,"301","juvenile, adult","Estimated: study estimated and the synthesis effort considered accurate","2–5 yo","Estimated: synthesis effort estimated based on N Pacific age and growth curves (Xu et al. 2014)",68.4,6.5,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)",37,105,"Estimated: synthesis effort estimated using historical catch data (ISC 2006)","Barb Muhling pers. comm.: proxy historical data on NE Pacific fish sizes","ISC (2006)","Cephalopoda","Oegopsida","Octopoteuthidae","Octopoteuthis nielseni","juvenile",NA,"2","Yes",0,0.332225913621262,0,0,0,0,0,"NO",7.38732,6.28564,NA,NA,NA,0,"l_max",NA,NA,NA,NA,NA,7.21716900528456,46.6657905243552,7.21716900528456,46.6657905243552,NA,NA,NA,"juvenile"
