"","StudyID","CiteAuth","CiteYear","OceanBasin","OceanBasinQ","LocatLatitude","LocatLongitude","YearEnd","lat_cat","province","code","pred_life","pred_flmean","grouped_id","Alepisaurus ferox","Anchylomera blossevillei","Ancistroteuthis lichtensteinii","Arctozenus risso","Argonauta argo","Argonauta nodosus","Belone belone","Benthosema glaciale","Beryx splendens","Brachyscelus crusculum","Ceratoscopelus warmingii","Cololabis saira","Diaphus effulgens","Diaphus lucidus","Diaphus perspicillatus","Diaphus theta","Doryteuthis opalescens","Dosidicus gigas","Electrona rissoi","Engraulis capensis","Engraulis encrasicolus","Engraulis japonicus","Engraulis mordax","Entelurus aequoreus","Eucleoteuthis luminosa","Funchalia taaningi","Funchalia woodwardi","Gonatopsis borealis","Heterocarpus laevigatus","Histioteuthis reversa","Hyaloteuthis pelagica","Illex coindetii","Janicella spinicauda","Lampadena luminosa","Lampanyctodes hectoris","Leptocotis tenuirostris","Lycoteuthis lorigera","Lysiosquilla tredecimdentata","Macroramphosus scolopax","Makaira mazara","Maurolicus imperatorius","Maurolicus muelleri","Medialuna californiensis","Meganyctiphanes norvegica","Merluccius productus","Micromesistius poutassou","Myctophum asperum","Nematoscelis megalops","Nyctiphanes australis","Ocythoe tuberculata","Odontodactylus scyllarus","Ommastrephes bartramii","Onychoteuthis banksii","Onychoteuthis borealijaponica","Oplophorus typus","Ornithoteuthis volatilis","Parapronoe crustulum","Phrosina semilunata","Platyscelus serratulus","Pleuroncodes planipes","Ranzania laevis","Sardina pilchardus","Sardinella aurita","Sardinops sagax","Scomber japonicus","Scomber scombrus","Scomberesox saurus","Scyllarus arctus","Sthenoteuthis oualaniensis","Streetsia challengeri","Symbolophorus barnardi","Themisto gaudichaudii","Thysanoteuthis rhombus","Todarodes pacificus","Todarodes sagittatus","Todaropsis eblanae","Trachurus japonicus","Trachurus symmetricus","Trachurus trachurus","Triphoturus mexicanus","Vibilia gibbosa","Vinciguerria lucetia"
"96","Williams2015","Williams et al.","2015.0","S Pacific","SW Pacific",-19,168,2010,"tropical","Westerlies - S. Pacific Subtropical Gyre Province","SPSG","juvenile, adult",90.13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"97","Williams2015","Williams et al.","2015.0","S Pacific","SW Pacific",-19,168,2010,"tropical","Westerlies - S. Pacific Subtropical Gyre Province","SPSG","juvenile, adult",90.13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
"98","Williams2015","Williams et al.","2015.0","S Pacific","SW Pacific",-40,178,2010,"tropical","Westerlies - S. Pacific Subtropical Gyre Province","SPSG","juvenile, adult",84.409,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0
"99","Williams2015","Williams et al.","2015.0","S Pacific","SW Pacific",-40,178,2010,"tropical","Westerlies - S. Pacific Subtropical Gyre Province","SPSG","juvenile, adult",84.409,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0
"100","Williams2015","Williams et al.","2015.0","S Pacific","SW Pacific",-20,-175.093115,2010,"tropical","Westerlies - S. Pacific Subtropical Gyre Province","SPSG","juvenile, adult",90.13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"101","Williams2015","Williams et al.","2015.0","S Pacific","SW Pacific",-20,-175.093115,2010,"tropical","Westerlies - S. Pacific Subtropical Gyre Province","SPSG","juvenile, adult",90.13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"102","Young2010","Young et al.","2010.0","S Pacific","SW Pacific",-31,160,2006,"temperate","Trades - Archipelagic Deep Basins Province","ARCH","adult",90.5,7,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"103","Young2010","Young et al.","2010.0","S Pacific","SW Pacific",-31,160,2006,"temperate","Trades - Archipelagic Deep Basins Province","ARCH","adult",90.5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104","Young2010","Young et al.","2010.0","S Pacific","SW Pacific",-31,160,2006,"temperate","Trades - Archipelagic Deep Basins Province","ARCH","adult",90.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105","Young2010","Young et al.","2010.0","S Pacific","SW Pacific",-30,160,2006,"temperate","Trades - Archipelagic Deep Basins Province","ARCH","juvenile, adult",90.5,8,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"106","Young2010","Young et al.","2010.0","S Pacific","SW Pacific",-30,160,2006,"temperate","Trades - Archipelagic Deep Basins Province","ARCH","juvenile, adult",90.5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"107","Young2010","Young et al.","2010.0","S Pacific","SW Pacific",-30,160,2006,"temperate","Trades - Archipelagic Deep Basins Province","ARCH","juvenile, adult",90.5,1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.64,0,0,0,0,0,0
"108","Young2010","Young et al.","2010.0","S Pacific","SW Pacific",-30,160,2006,"temperate","Trades - Archipelagic Deep Basins Province","ARCH","juvenile, adult",90.5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"109","Young2010","Young et al.","2010.0","S Pacific","SW Pacific",-30,160,2006,"temperate","Trades - Archipelagic Deep Basins Province","ARCH","juvenile, adult",90.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
